user_id,behavior_cluster,final_label,threat_label,avg_after_hours_ratio,avg_unique_pcs,composite_risk_score,combined_threat_score,silhouette_score
ABG3605,1,0,Negligent / Overworked,0.0,0.0,0.1103493208665026,0.19273309216872314,0.25126853652440057
ABH0349,0,0,Benign / Stable,0.0012873896001812,0.0464126984376484,0.1401114196058943,0.19160876592296933,0.2643421820670748
ABH1181,2,0,Negligent / Overworked,0.0028394070012708,0.0,0.1772277702921528,0.2828743032980826,0.09641101035686644
ABH2671,2,0,Benign / Stable,0.0023647588303555,0.0,0.1715205651654417,0.2064023408460552,0.06080018620358682
ABK3081,0,0,Benign / Stable,0.1508519605152075,0.032452830195689,0.1361441507148047,0.16219165013760878,0.1046816406327037
ABL0870,1,0,Negligent / Overworked,0.0,0.0,0.2450241763579584,0.29994486337487386,0.21775236863148642
ABM3203,2,0,Benign / Stable,0.0040678720813823,0.0173081760737897,0.1942687104245727,0.2439322372347505,0.2609897068225781
ABM3641,3,0,Benign / Stable,0.2586514347709593,0.0305777778144507,0.1727176274044344,0.20253125392025054,0.20589691143271344
ABM3772,0,1,Opportunistic / Suspicious,0.1166921737902222,0.0,0.3050179354650254,0.38439433706487497,0.23172406036276091
ABM3776,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.2182476891145942,0.25087548331466103,0.13140310841783015
ABO1173,0,0,Negligent / Overworked,0.2482340828666878,0.0,0.2791404476479358,0.2753951664788158,0.1709215777089926
ABP2003,3,0,Benign / Stable,0.0028394070012708,0.0,0.0310232567026463,0.02696585318714962,0.26105378404886537
ABP2917,0,0,Benign / Stable,0.0043556045983344,0.0,0.1564001087132239,0.21610078679741576,0.2128779763463009
ABR0397,0,0,Benign / Stable,0.0015812264494241,0.0879999999422079,0.1745298665413021,0.2417722590961687,0.27529481063961087
ABS0677,1,0,Negligent / Overworked,0.0018211371548517,0.0186666667030542,0.1580237140099202,0.25200171666761717,0.22881297429840683
ABW0501,3,0,Benign / Stable,0.0040319568971643,0.0,0.0800058127503384,0.07424936645991012,0.25425426772987797
ACA0360,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.1477085039201292,0.19361798460309557,0.18402699090869412
ACA3252,1,0,Negligent / Overworked,0.0,0.0,0.1256744653750468,0.1907113757966754,0.2628162621187136
ACB0701,0,0,Opportunistic / Suspicious,0.1090959522256605,0.0,0.2380718515821235,0.3402386934619839,0.2260995293441634
ACB3123,2,0,Benign / Stable,0.0942627767575213,0.0599393939676297,0.163511317869201,0.24522057855573312,0.18681539249902793
ACC2773,2,0,Benign / Stable,0.0022715246926338,0.0,0.2008550877612041,0.24810842028347183,0.2233354180025016
ACG0312,1,0,Negligent / Overworked,0.0,0.1146666666608568,0.179213266573659,0.24953759698891953,0.23191159177776816
ACG3819,0,0,Benign / Stable,0.0699469593704295,0.0119444444820614,0.2159086797049152,0.22263956220964198,0.20530733007371912
ACH0008,1,0,Negligent / Overworked,0.0033710402950176,0.0,0.1633443067832592,0.23484405525676266,0.14902479350650086
ACH1405,2,1,Malicious Insider,0.0040319568971643,0.0,0.2864199087773248,0.36827241859651944,0.0925711278155665
ACH1910,3,0,Benign / Stable,0.0507169273708974,0.041696969736554,0.1985099492711188,0.16602112312228492,0.32853034449867197
ACH2102,1,0,Negligent / Overworked,0.0018023472570193,0.0,0.1964189026261744,0.28748567052452256,0.366386171617577
ACJ0014,2,0,Benign / Stable,0.0022962145366311,0.0,0.1779032992076895,0.2448020693617275,0.22770431484676004
ACL2943,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.193232512635764,0.28505536801277404,0.3213898481199798
ACM0100,3,0,Benign / Stable,0.0,0.0,0.1241633941287179,0.12580803644822913,0.20438896696783038
ACM3964,2,0,Negligent / Overworked,0.0024189143408231,0.0,0.1702541555518664,0.2691559908605868,0.0735172778770949
ACN2347,3,0,Benign / Stable,0.0528129525101728,0.0879999999422079,0.1162497453473596,0.1424105427358827,-0.019727324126148967
ACP2122,2,0,Opportunistic / Suspicious,0.0013713514206621,0.0124637680953684,0.2394701048537903,0.32195292087254024,0.03908879680108588
ACR0331,3,0,Benign / Stable,0.0018023472570193,0.0,0.049570396459909,0.06108686598068681,0.16650362751552597
ACR0748,2,0,Benign / Stable,0.0022715246926338,0.0,0.1520285805659672,0.21817081298427454,0.20280822798536235
ACS1921,0,0,Negligent / Overworked,0.0013455533496716,0.0853333333850097,0.244889589782356,0.2867269189300532,0.2837419015880917
ACV1946,0,0,Opportunistic / Suspicious,0.1317460885451884,0.0713481481190517,0.2500536682430602,0.3763674011809125,0.12866315099013192
ACW0426,2,0,Benign / Stable,0.0022962145366311,0.0,0.2198133495348558,0.2530835844663909,0.1500466829655984
ACW0464,2,1,Malicious Insider,0.7064108576577558,0.7893333332666738,0.7012608300530835,0.8282912938662481,0.06453071503104468
ACW1707,2,0,Benign / Stable,0.0028091987318767,0.0,0.1296169250647456,0.20680153239919918,0.1550955742093566
ADB0350,3,0,Benign / Stable,0.0022962145366311,0.0,0.1653208919715638,0.13797496855317412,0.23432646561091847
ADB3853,1,0,Negligent / Overworked,0.0050298040277015,0.0,0.1195714678631299,0.17884707870390326,0.23024554387030735
ADC1469,2,0,Negligent / Overworked,0.0022715246926338,0.0,0.2307998301043746,0.2734415383744454,0.1540425443288363
ADG1430,3,0,Benign / Stable,0.0528129525101728,0.0,0.0831039082743228,0.08013845866878751,0.19997874439632965
ADG1737,0,0,Opportunistic / Suspicious,0.0998045407788825,0.0599393939676297,0.2705338155074106,0.31955267012086697,0.29494442915772817
ADH0975,2,0,Benign / Stable,0.0016504043401384,0.1013333333015324,0.2182683987436065,0.25176037988982924,0.17467861328895734
ADM0158,1,0,Negligent / Overworked,0.0022962145366311,0.0026666666718648,0.1335824374398685,0.2094807563899268,0.09413542036374666
ADM0765,3,0,Benign / Stable,0.0528129525101728,0.0,0.1716444821488067,0.18053524908148305,0.13659349965243875
ADM0923,1,0,Negligent / Overworked,0.011630760539782,0.0559999999944959,0.2316568087139466,0.3183336506142299,0.23898423396311352
ADM1894,2,0,Benign / Stable,0.0013370372610963,0.0826666667131448,0.1727539491658836,0.25384930047046805,0.16803289197570145
ADM2762,2,0,Benign / Stable,0.0022715246926338,0.0,0.1034422197256448,0.17550869742055214,0.17034331007666492
ADP1625,2,0,Opportunistic / Suspicious,0.0824902971490626,0.0586074073916972,0.2757514624290074,0.32820027300539895,-0.0035897324820880327
ADP3667,0,0,Negligent / Overworked,0.0045289739940705,0.0229333333321713,0.2429611901562474,0.2939282834731523,0.13557081640834884
ADR1517,2,0,Benign / Stable,0.0016250150413995,0.0,0.1485958056848027,0.2113414241800667,0.15244838851300624
ADS0763,3,0,Benign / Stable,0.0528129525101728,0.0,0.200286622528754,0.21735965265377094,0.03336253609790526
ADS2428,3,1,Malicious Insider,0.8538730265863814,0.7919999999385385,0.62529846332636,0.6374588632427218,0.01133282904690037
ADV2467,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.1778263112944515,0.2668217114318302,0.30041115053975154
ADW2832,3,0,Benign / Stable,0.0021823532969018,0.0,0.0086394526019784,0.0026351098626292693,0.17587461319662215
AEB1458,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.1569647039112177,0.22809827663900947,0.3929311187973432
AEB3249,3,0,Benign / Stable,0.002063005425173,0.0,0.1916553339403557,0.18200283838337436,0.17079317326464966
AEB3574,0,1,Opportunistic / Suspicious,0.0013121225923606,0.0773333333694151,0.3111606175402529,0.3681620156272009,0.20194452445824
AED1421,0,0,Negligent / Overworked,0.1221499578234468,0.0443030302590886,0.1971940796116907,0.29541065118488097,0.2130621614616606
AEF2019,2,0,Benign / Stable,0.0040319568971643,0.0,0.2012818971422027,0.2572174735155092,0.19494546068360363
AEH2020,2,0,Benign / Stable,0.0028700603782277,0.0,0.2281891854307987,0.26309188440691694,0.14680235600995822
AEK3566,2,0,Benign / Stable,0.0015648278692636,0.1013333333015324,0.1362822018289378,0.18999061987643973,0.17720247035127715
AEM0554,2,0,Opportunistic / Suspicious,0.06540954650032,0.0573333333304284,0.2446988637683124,0.3261282333882955,-0.03845644636188872
AEP1930,2,0,Benign / Stable,0.0016250150413995,0.0,0.1856701698910206,0.2585772602700121,0.1698065170296062
AEW1442,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.1217804042261026,0.17925627692248483,0.20775185165712307
AFB0904,0,0,Benign / Stable,0.0011034784222674,0.0791746031159884,0.1893661669090119,0.256609855276542,0.26914997512805583
AFB1626,1,0,Opportunistic / Suspicious,0.0026406483067957,0.0,0.2520467319052699,0.3351504775413088,0.15057287399693534
AFB3228,0,0,Benign / Stable,0.204410132091551,0.0,0.2284375754976217,0.2673305063683062,0.2616024011937525
AFF1492,2,0,Negligent / Overworked,0.0027223164607537,0.0160000000311893,0.177031751266844,0.2784339891153049,0.16136331116492209
AFH1757,3,0,Benign / Stable,0.0026406483067957,0.0,0.1912106811839853,0.17755150106651255,0.21697866465523002
AFK3800,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.1973779147826564,0.29936207718905056,0.3271269078539459
AFP2247,3,0,Benign / Stable,0.0026406483067957,0.0,0.1532058275536706,0.1722353098409904,0.11289543858942959
AFP2709,0,0,Benign / Stable,0.0027382381399539,0.0,0.1456255902441497,0.21652039946355944,0.10119863750291791
AGB0057,0,0,Negligent / Overworked,0.0015419843132694,0.0266666667186489,0.2332485069485813,0.28743521242140996,0.2885693338103031
AGB3303,3,0,Benign / Stable,0.0050298040277015,0.0,0.1591870188476749,0.13025634747021614,0.3091955805110673
AGC0445,2,0,Benign / Stable,0.0033710402950176,0.0,0.0710257921046938,0.11900614847001129,0.050479701783442785
AGE1244,3,0,Benign / Stable,0.0050298040277015,0.0,0.1100698483144032,0.09969025627032602,0.28937288243863635
AGF0742,0,0,Negligent / Overworked,0.1500928227538695,0.0280296295772464,0.1909692512292807,0.2718545644044073,0.2693755176992457
AGG3958,2,0,Benign / Stable,0.0034072870389508,0.0,0.1411357878411487,0.20643879783769634,0.13992677345239296
AGL1301,0,0,Benign / Stable,0.0012881208483202,0.0,0.0861803004919001,0.09264339411976608,0.2071676248396204
AGL3519,1,0,Negligent / Overworked,0.0020312665307924,0.0,0.2376360664984155,0.3121774650403041,0.2831188180718631
AGM0133,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.1751727963969773,0.26214823658570235,0.395119016070411
AGM3372,1,0,Negligent / Overworked,0.0050298040277015,0.0,0.145839967626849,0.20612451411115598,0.282042427855336
AGM3504,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.2387538891056827,0.29324502946313286,0.33146520071331836
AGS0063,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.1747568632057633,0.24800512687283635,0.358243300042826
AGS2462,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.1834584855979442,0.263627939268628,0.3449128452952669
AGW1590,0,1,Opportunistic / Suspicious,0.1483370641787491,0.1019259259335024,0.3151752033054309,0.3639966495344262,0.2814491009923904
AHB0648,0,0,Benign / Stable,0.0016003933261107,0.0186666667030542,0.1517792887736581,0.23026402117636582,0.275289340742213
AHC0232,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.2529825485117012,0.2932670365663605,0.16053546735984617
AHC1994,0,0,Benign / Stable,0.0921032374941733,0.0439148935684416,0.1644412100568895,0.17846379255869246,0.23392448803618843
AHC3277,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.1614255187061306,0.22343580532152787,0.3442324844753412
AHD2457,3,0,Benign / Stable,0.0022715246926338,0.0,0.1205227178181656,0.10664907775499519,0.27937997579221585
AHG1408,2,0,Benign / Stable,0.0040319568971643,0.0,0.1596408613612772,0.24951763242762268,0.1558727009985136
AHG3997,1,0,Negligent / Overworked,0.0018023472570193,0.0,0.2345354706493229,0.288628827639655,0.2948372407883961
AHH0495,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.1580671908352731,0.21610267939230146,0.27323989530455
AHH1966,1,0,Negligent / Overworked,0.0546991298721698,0.0,0.1770886934596586,0.27001653978004003,0.3286522363235995
AHK1988,2,0,Benign / Stable,0.0031066441317185,0.0,0.1511768797928992,0.26458467160673343,-0.010969381035314387
AHM0959,3,0,Benign / Stable,0.0,0.1010158730162151,0.2085141455945228,0.1849604375948012,0.2246782371175754
AHP0154,1,0,Negligent / Overworked,0.0026406483067957,0.0,0.1149101031498084,0.1751193610712931,0.20063443332765535
AHS2348,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.1657603591886393,0.25381764683230984,0.31959735978198045
AIB0553,3,0,Benign / Stable,0.0528129525101728,0.0,0.1404281609933678,0.10403488360654234,0.26129763354209945
AIB1567,1,0,Negligent / Overworked,0.0069159813896985,0.0,0.134781334268813,0.22003306427216077,0.2738559920389066
AIB3416,0,0,Negligent / Overworked,0.0010398144150359,0.0982857142643535,0.2225567479435166,0.2841925804580783,0.21767506869588368
AIC1071,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.2325671372032825,0.27758132198621277,0.24005312820068775
AID2774,1,0,Negligent / Overworked,0.0030178837791951,0.0666666666819555,0.1654053956838496,0.26189885914731115,0.24492649711698578
AIF1202,1,0,Negligent / Overworked,0.0,0.0,0.2150241763579584,0.27890685240805324,0.29591236387437736
AIH2535,1,0,Negligent / Overworked,0.0025762416966404,0.0213333333749191,0.1981404551609571,0.2418462715839753,0.26528453534710156
AIJ0383,1,0,Negligent / Overworked,0.0020312665307924,0.0,0.1931966865813261,0.2555594071992013,0.2794919421834583
AIJ3995,0,0,Opportunistic / Suspicious,0.1597534645497862,0.0547272726932271,0.2783646452097204,0.3687752413754803,0.23305800383068384
AIL2511,2,0,Benign / Stable,0.0022715246926338,0.0,0.1587911595844381,0.25273794665764854,0.16394872011322215
AIP1614,0,1,Malicious Insider,0.1888378804958001,0.0662518518739765,0.3867452799950446,0.4506215711751593,0.20764258921810508
AIS1082,3,0,Benign / Stable,0.0528129525101728,0.0,0.1046561267688237,0.10340391079093197,0.2543058963278155
AIT1264,1,0,Negligent / Overworked,0.0,0.0,0.1255660838721987,0.19489161641516137,0.29101684844823866
AIV3936,1,0,Negligent / Overworked,0.0018861773619969,0.0,0.2276784860064513,0.25836097501640715,0.11393997666315929
AIY3991,1,0,Negligent / Overworked,0.0013187901219758,0.0,0.2357243408317958,0.28938323772057123,0.28202440624561786
AJB1380,2,0,Benign / Stable,0.0012726011285007,0.0853333333850097,0.2538184815984962,0.26806670501491114,0.09758655366296422
AJC0722,2,0,Benign / Stable,0.0026188244104735,0.0,0.2005032499100753,0.26487916329011185,0.2850069343532468
AJC3010,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.1590460484002283,0.2447783440547927,0.28390225481167675
AJH0279,1,0,Negligent / Overworked,0.0050298040277015,0.0,0.2008036659877541,0.2913499536475655,0.27352732753818937
AJH2110,0,0,Benign / Stable,0.0539366333654977,0.0826666667131448,0.1310097901036163,0.15597467116025734,0.22841053472178155
AJH3517,1,0,Negligent / Overworked,0.0026406483067957,0.0,0.1262561333544739,0.1788016680941844,0.23733571533680936
AJK0611,1,0,Negligent / Overworked,0.0022962145366311,0.0,0.1178271384739344,0.2069759570828524,0.0805732969310445
AJM0243,3,0,Benign / Stable,0.0528129525101728,0.0,0.1695631376597961,0.16385518166569987,0.23835336001468505
AJM0345,0,0,Benign / Stable,0.0013187901219758,0.0054603175037233,0.2027741834334683,0.22678113961052782,0.27641815231284667
AJM2385,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.1638622706085307,0.23646976142759524,0.32243918332354876
AJN1275,2,0,Benign / Stable,0.116988692639627,0.0,0.1696899306222712,0.24450282550260113,0.05033171550792033
AJO2788,1,0,Negligent / Overworked,0.0050298040277015,0.0,0.2090766129027726,0.2629640536116576,0.2562437459292083
AJP1199,1,0,Negligent / Overworked,0.0,0.01092063489278,0.2273241954167265,0.2662512253030524,0.2558580765564673
AJQ0809,2,0,Benign / Stable,0.0020312665307924,0.0,0.1188573448581051,0.19050625498914397,0.12030631223803191
AJS0616,1,0,Negligent / Overworked,0.0026406483067957,0.0,0.2049965622158424,0.23842033922408257,0.10331915137372277
AJS3021,0,0,Benign / Stable,0.0073529702814556,0.0828148147851374,0.1678710209153555,0.2633830981600151,0.10932843116748828
AJS3899,3,0,Benign / Stable,0.0528129525101728,0.0,0.1777563596345307,0.19268653390588075,0.10946815508948478
AJW1246,1,0,Negligent / Overworked,0.0050298040277015,0.0,0.118944705128294,0.20397939188373426,0.26812773955524
AKB2312,0,0,Negligent / Overworked,0.0052487447166214,0.0116610169194091,0.2258841599970122,0.2815409086575329,0.12394494947415652
AKC1929,3,0,Benign / Stable,0.0022715246926338,0.0,0.1947619134874181,0.1929157631312686,0.13181453434718268
AKC3739,3,0,Benign / Stable,0.0026188244104735,0.0,0.1059332734034741,0.09247635566974144,0.16771558225463432
AKD0272,0,0,Negligent / Overworked,0.0376741493842887,0.0651515151273656,0.2091822871442382,0.28008702881521175,0.2559834009468464
AKG2702,0,0,Benign / Stable,0.0,0.0163809523965033,0.1344174276257879,0.13938321957708422,0.24992552823447214
AKH0454,0,0,Benign / Stable,0.0057613723716253,0.0080467836715922,0.1576307687744094,0.25148446120912027,0.11430391539599012
AKH1534,0,0,Benign / Stable,0.0015019564260089,0.0627936508341518,0.1509182110123686,0.23404641950685803,0.2148491599025555
AKI3229,2,0,Benign / Stable,0.0028091987318767,0.0,0.1520873816118992,0.22693074802930047,0.14948893997863255
AKK2125,2,0,Benign / Stable,0.003190826235024,0.0024397163412097,0.0833573744863619,0.1362178757757133,0.1030211477518009
AKL1305,3,0,Benign / Stable,0.1299813392514895,0.1019259259335024,0.2018517847979007,0.1888371185479972,0.25109000654072766
AKL1605,0,0,Negligent / Overworked,0.0015197970638347,0.0026666666718648,0.2353723419379578,0.2844805146657481,0.27912604291413634
AKS0298,1,0,Negligent / Overworked,0.0,0.0,0.1405660838721987,0.20541062189857168,0.23303888872429893
AKS3705,1,0,Negligent / Overworked,0.0,0.0,0.1360574133522622,0.23204255485712116,0.2544986087100069
AKW1679,2,0,Negligent / Overworked,0.0028091987318767,0.0,0.2529859577604358,0.31041793465092304,0.1403885045334259
ALB2395,2,0,Negligent / Overworked,0.0028394070012708,0.0,0.2641965979328866,0.31401075063052347,0.10128636937619842
ALB3649,0,0,Benign / Stable,0.0024418896123206,0.0917333333286855,0.1704796116820752,0.1695321746401846,0.25044689834548645
ALC1060,2,1,Malicious Insider,0.8132756151153178,0.8159999999853225,0.6095190822653742,0.7239327574735461,0.07915241655926508
ALD3508,1,0,Negligent / Overworked,0.0026406483067957,0.0,0.2269670059997846,0.27512675701280837,0.21017214754651317
ALH1494,2,0,Benign / Stable,0.0022715246926338,0.0,0.181886190944697,0.24773011829600086,0.17543646709248692
ALH1872,2,0,Benign / Stable,0.0022715246926338,0.0,0.144573213453593,0.20859322981728307,0.1494616810400039
ALH2916,1,0,Negligent / Overworked,0.0026406483067957,0.0,0.1737673118005879,0.2632848556700343,0.18007152265051207
ALL0289,3,0,Benign / Stable,0.0542027668108661,0.0613333333382257,0.1650087890274853,0.14335291310496498,0.17773904162045803
ALN2046,1,0,Negligent / Overworked,0.0050298040277015,0.0,0.1711716396921664,0.24462006550362125,0.2938842132610606
ALP2955,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.1942782037997448,0.2716508821072819,0.381795475143306
ALS2596,3,0,Benign / Stable,0.0528129525101728,0.0,0.1649334155629664,0.15490867253315052,0.23973625207959576
ALS2669,2,0,Benign / Stable,0.0023647588303555,0.0,0.1595848664489087,0.2191033787343766,0.04725744418091425
ALS3440,1,1,Malicious Insider,0.2001417004468296,0.0,0.3519952778637897,0.448672605205233,0.08910156393095145
ALT1354,1,0,Negligent / Overworked,0.0026406483067957,0.0,0.1218311417516423,0.20119994751485454,0.19736598898679933
AMA2808,2,0,Negligent / Overworked,0.2094457702076659,0.0,0.2126365071509247,0.27323877115541834,0.13762316973031538
AMB3100,0,0,Benign / Stable,0.0019843303924796,0.1054933333279883,0.130354380994939,0.15830708759321116,0.20407387532790278
AMB3208,2,0,Benign / Stable,0.0021823532969018,0.0,0.1108521565717929,0.18502061869799377,0.24931042196572614
AMD2728,3,0,Benign / Stable,0.0026188244104735,0.0,0.0536830611410579,0.0385415877557555,0.1967635068014817
AME0732,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.2581063224083696,0.30328180427051504,0.20403784814625708
AME1361,2,0,Opportunistic / Suspicious,0.0028394070012708,0.0,0.2556149167045947,0.34614368042089083,0.13326848396899652
AMH1481,2,0,Opportunistic / Suspicious,0.0022715246926338,0.0,0.2598668956555567,0.3321936081121736,0.1630915706906165
AMH3562,2,0,Benign / Stable,0.0022715246926338,0.0,0.1679721397839887,0.19099873299791068,0.03365171905945009
AMJ2374,0,0,Benign / Stable,0.0014469311390281,0.0,0.1692933366843622,0.2424521131790896,0.307728759337045
AMM0734,2,0,Negligent / Overworked,0.0022715246926338,0.0,0.2486997423397608,0.31145401416107543,0.17229676565790591
AMM3906,1,0,Opportunistic / Suspicious,0.0528129525101728,0.0,0.2671154964889166,0.3372279669976587,0.2825488201386971
AMN0911,3,0,Benign / Stable,0.0017604322045304,0.0746666666975502,0.1471987312721145,0.15515174180357522,0.11686494753019956
AMO0582,1,0,Negligent / Overworked,0.0528129525101728,0.0,0.2053290336142269,0.25703654527000164,0.3180437416897165
AMR0197,2,0,Benign / Stable,0.0022715246926338,0.0,0.1816078131239675,0.2515427860733851,0.20693719814919487
AMS0630,3,0,Benign / Stable,0.0031066441317185,0.0,0.0979548969124491,0.11249183992363732,0.21527765354680412
AMS0712,0,0,Negligent / Overworked,0.0017902703079411,0.0933333332859377,0.2481918728886864,0.29352587740267544,0.28390131736477103
ANB0938,2,0,Negligent / Overworked,0.0016634010267827,0.0,0.219967958112891,0.2699574015988806,0.16020713274141393
ANB2766,0,0,Benign / Stable,0.0014772847496672,0.0186666667030542,0.1484902012976611,0.22781868557399482,0.21938425137529613
ANC1319,3,0,Benign / Stable,0.0018861773619969,0.0,0.1476417895228358,0.10009688778752468,0.3432678943246031
ANC1834,1,0,Negligent / Overworked,0.0050298040277015,0.0,0.0862877700333233,0.1429438112553597,0.19530259177411152
ANC1950,0,1,Malicious Insider,0.2869921849853586,0.0,0.3438211206951985,0.41068422385222125,0.13617698690190425
ANF3332,0,1,Malicious Insider,0.0949536177594429,0.0052121211597359,0.322967114364929,0.4043426941784664,0.2202373739538505
ANH2482,1,0,Opportunistic / Suspicious,0.0018023472570193,0.0,0.2673931278837389,0.34568383026910005,0.24422399800436256
ANH3059,2,0,Benign / Stable,0.0022962145366311,0.0,0.2239109535024151,0.2388065892818645,0.03748393475121207
ANK0777,3,0,Benign / Stable,0.0026406483067957,0.0,0.1085803772443231,0.12824439739705557,0.13537976969624707
ANL3024,0,0,Opportunistic / Suspicious,0.1558128796056417,0.0662518518739765,0.2373887381617518,0.327032882287091,0.2631995377955668
ANM0564,1,0,Negligent / Overworked,0.0035208644090609,0.0186666667030542,0.1347481594051889,0.20657340324518747,0.26962076586478634
ANO2653,1,0,Negligent / Overworked,0.0014469311390281,0.0640000000100906,0.1358369222932255,0.17690281357369425,0.09484267357942769
AOC0982,0,0,Benign / Stable,0.0011002695600923,0.0,0.1799417705095508,0.17585427540972667,0.24923088330913964
AOD2178,3,0,Benign / Stable,0.0022715246926338,0.0,0.1277740805048583,0.12020014183027217,0.24065893411645123
AOM1457,0,0,Negligent / Overworked,0.0528129525101728,0.0213333333749191,0.2375024369620176,0.2801514430070171,0.2641859940169601
AOP1542,1,0,Negligent / Overworked,0.0018023472570193,0.0,0.1494367276656835,0.18648796569014048,0.15038417523250475
APA1788,0,0,Benign / Stable,0.1531506367691762,0.0547272726932271,0.2621059539567803,0.2657932449935624,0.24019394861720855
APB1122,0,0,Benign / Stable,0.0048411874269803,0.0,0.0416094272175508,0.04465716828398036,0.13764358478591168
APB3823,1,0,Negligent / Overworked,0.0070682558662945,0.0,0.1239456211080943,0.19027181108704824,0.1158693021491248
APC3043,2,1,Malicious Insider,0.8541722024554217,0.8159999999853225,0.6203430631574856,0.7089459164345564,0.055429379015795095
APD0381,3,0,Benign / Stable,0.0026406483067957,0.0,0.0980890477642596,0.09109345895509584,0.30151025042154983
