user_id,avg_daily_activities,avg_unique_activities,avg_after_hours_ratio,avg_unique_pcs,avg_logon_hour,avg_logoff_hour,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,role,department,team,business_unit,supervisor,neuroticism_afterhours_risk,openness_activity_risk,composite_risk_score,risk_rank
AAP0352,0.024611864971758463,0.9767441801860528,0.0018861773619969493,0.013333333359324448,0.4397566934002458,0.5441195518731798,0.625,0.9750000000000001,0.22500000000000003,0.7250000000000001,0.39473684210526316,37,20,0,0,217,0.0011910177203735364,0.6266971367586903,0.1034894314800737,3293.0
AAP1919,0.12141730396074124,0.9767441801860528,0.001035547286920543,0.07733333336941513,0.4407509753183794,0.517285163637416,0.875,0.125,0.10000000000000003,0.7750000000000001,0.42105263157894735,35,17,83,0,69,0.0006781103197526071,0.8751176233974003,0.28885808132634344,153.0
AAP1942,0.07937049713818523,0.0,0.001685520147508828,0.0,0.4649680618529565,0.5133663367664003,0.925,1.0,0.375,0.2,0.631578947368421,45,17,89,0,172,0.0014190849637640056,0.8982658959641419,0.14735065599497907,2504.0
AAR0641,0.005893352974991217,0.0,0.001802347257019307,0.0,0.8332249673602017,0.8584158415246643,0.825,0.6000000000000001,0.2,0.55,0.6052631578947368,45,17,57,0,227,0.0014752935778149963,0.8011560693734239,0.1818030588820801,1502.0
AAS0144,0.00114387980562905,0.0,0.005029804027701578,0.0,0.7271348069248648,0.801485148479105,0.825,0.525,0.275,0.07500000000000001,0.2894736842105263,32,11,2,0,49,0.0027055217686095022,0.8011560693734239,0.19339354773750522,1242.0
AAS2987,0.005893352974991217,0.0,0.0,0.0,0.7724317293852527,0.8079207920232134,0.15000000000000002,0.25,0.5,0.10000000000000003,0.5263157894736842,42,15,55,0,195,0.0,0.14566473988607706,0.13523371392916023,2813.0
AAS3428,0.10569676259149324,0.0,0.005650526962730129,0.03528205131554572,0.7370210002446891,0.7488308402748336,0.65,0.625,0.22500000000000003,0.8500000000000001,0.23684210526315785,31,12,63,0,48,0.0027751110061466884,0.6312138728396672,0.17228245438814052,1745.0
AAV3669,0.00114387980562905,0.0,0.005029804027701578,0.0,0.7497832681550588,0.8420792079515391,0.45000000000000007,0.17500000000000004,0.42500000000000004,0.15000000000000002,0.23684210526315785,38,13,14,0,41,0.0024702589991942537,0.43699421965823126,0.19122221772634326,1293.0
AAW0894,0.13603823122527242,0.0,0.02687785424798883,0.0491428571895101,0.8609951409509035,0.8374099009320607,0.25,0.65,0.825,0.5750000000000001,0.8157894736842105,28,13,28,0,155,0.02702931842364738,0.2427745664767951,0.12636153262098782,2990.0
ABB0300,0.01372816171118213,0.0,0.0053371485289032666,0.019942028929656255,0.7457653245104804,0.8292505972593589,0.7000000000000001,0.4,0.10000000000000003,0.25,0.36842105263157887,38,13,8,0,93,0.0032452991335362893,0.6797687861350263,0.19800209202882993,1159.0
ABC3523,0.0021217124823415257,0.0,0.002271524692633868,0.0,0.3057368667337557,0.443564356380149,0.15000000000000002,0.45000000000000007,0.9500000000000002,0.8,0.5526315789473684,40,19,41,0,175,0.0017530870248332682,0.14566473988607706,0.1055864664333879,3271.0
ABD3426,0.18086591155119125,0.7777777917777726,0.10677398276622091,0.016987654303139296,0.4709137741504436,0.49876077927731366,0.55,0.55,0.925,0.75,0.3157894736842105,31,12,63,0,48,0.05993061468580116,0.5484906871624105,0.21728187386606962,841.0
ABE2352,0.00114387980562905,0.0,0.05281295251017286,0.0,0.8439531859336513,0.8999999998485149,0.10000000000000003,1.0,0.9750000000000001,0.375,0.631578947368421,42,15,47,0,186,0.04446466187927543,0.09710982659071807,0.036834226462850374,3621.0
ABG2353,0.00114387980562905,0.0,0.05281295251017286,0.0,0.8439531859336513,0.8999999998485149,0.75,0.7250000000000001,0.7000000000000001,0.675,0.6052631578947368,42,15,47,0,186,0.043229532379678304,0.7283236994303853,0.17251928148888102,1739.0
ABG3605,0.005893352974991217,0.0,0.0,0.0,0.7724317293852527,0.8079207920232134,0.7000000000000001,0.9500000000000002,0.875,0.6000000000000001,0.631578947368421,13,19,41,0,213,0.0,0.6797687861350263,0.1103493208665026,3217.0
ABH0349,0.12202262896510263,1.0,0.0012873896001812457,0.046412698437648406,0.8619061604503065,0.84780763803035,0.55,0.7750000000000001,0.7000000000000001,0.2,0.5789473684210525,28,13,28,0,155,0.0010236730644615094,0.5526011560295099,0.1401114196058943,2697.0
ABH1181,0.00114387980562905,0.0,0.0028394070012708115,0.0,0.33376679669898507,0.4975247524170032,0.9500000000000002,0.75,0.125,0.0,0.6052631578947368,13,19,11,0,47,0.0023241683960879586,0.9225433526118214,0.17722777029215286,1619.0
ABH2671,0.0021217124823415257,0.0,0.0023647588303555207,0.0,0.4285037938622011,0.546534653338359,0.525,0.375,0.15000000000000002,0.25,0.6052631578947368,26,11,52,0,150,0.0019356507265558419,0.5098265896012697,0.17152056516544173,1764.0
ABK3081,0.1221737405636742,0.7924528436603708,0.15085196051520755,0.03245283019568908,0.7715125781823381,0.7392739275527236,0.2,0.8500000000000001,0.17500000000000004,0.8,0.5789473684210525,23,19,38,0,178,0.11995046208395922,0.20246482710060656,0.13614415071480473,2795.0
ABL0870,0.005893352974991217,0.0,0.0,0.0,0.7724317293852527,0.8079207920232134,0.7750000000000001,0.125,0.875,0.625,0.26315789473684215,28,13,28,0,17,0.0,0.7526011560780649,0.24502417635795842,434.0
ABM3203,0.016660055529498896,0.0,0.004067872081382304,0.01730817607378972,0.1564531859792463,0.2895049504581531,0.65,0.375,0.8,0.125,0.5,23,19,38,0,210,0.0029491777073664184,0.6312138728396672,0.19426871042457278,1228.0
ABM3641,0.07146634934923773,0.0,0.25865143477095937,0.030577777814450716,0.35404973826486635,0.4357827969826686,0.07500000000000001,0.7750000000000001,0.825,0.32500000000000007,0.7631578947368421,28,13,16,0,34,0.24801091518204046,0.07283236994303852,0.17271762740443442,1737.0
ABM3772,0.11374674951967079,0.9333333165333286,0.11669217379022222,0.0,0.6013113340348621,0.6344992695302822,0.9000000000000001,0.25,0.275,0.65,0.23684210526315785,31,12,72,0,147,0.057310351737490925,0.8988053949468071,0.3050179354650254,124.0
ABM3776,0.00114387980562905,0.0,0.05281295251017286,0.0,0.8439531859336513,0.8999999998485149,0.525,0.2,0.30000000000000004,0.17500000000000004,0.5789473684210525,31,12,72,0,147,0.04199440288008118,0.5098265896012697,0.21824768911459425,829.0
ABO1173,0.11561549651292147,0.9333333165333286,0.2482340828666878,0.0,0.2488629593880999,0.3444337116206828,0.25,0.10000000000000003,0.55,0.275,0.2894736842105263,13,19,11,0,47,0.13352460194573043,0.25356454710119736,0.27914044764793583,183.0
ABP2003,0.00114387980562905,0.0,0.0028394070012708115,0.0,0.3254226267784707,0.4905940593966915,0.050000000000000044,0.8500000000000001,0.625,0.25,0.39473684210526316,13,19,23,0,185,0.0017929299359024644,0.04855491329535902,0.03102325670264639,3632.0
ABP2917,0.0825386751318285,0.8399999932800029,0.0043556045983344695,0.0,0.726288296954074,0.753182461225027,0.625,0.675,0.25,0.8,0.4473684210526315,42,15,55,0,162,0.0029540545853075865,0.6239306358453635,0.15640010871322393,2249.0
ABR0397,0.14977445272066708,0.9767441801860528,0.0015812264494241388,0.08799999994220799,0.35750885818574496,0.4099009900795118,0.7000000000000001,0.75,0.9000000000000001,0.7000000000000001,0.3421052631578947,42,15,5,0,115,0.000924498106815103,0.7012232827017484,0.17452986654130215,1684.0
ABS0677,0.08621532612745347,0.0,0.0018211371548517016,0.01866666670305421,0.7388716613078663,0.7564992280465793,0.8500000000000001,0.875,0.55,0.925,0.3157894736842105,9,19,43,0,230,0.001022176143091819,0.8254335260211034,0.1580237140099202,2212.0
ABW0501,0.0021217124823415257,0.0,0.004031956897164354,0.0,0.3140000252875553,0.4712871286633762,0.125,0.6000000000000001,0.8500000000000001,0.7250000000000001,0.3421052631578947,9,17,44,0,10,0.0023573708396824786,0.12138728323839756,0.08000581275033844,3452.0
ACA0360,0.00114387980562905,0.0,0.05281295251017286,0.0,0.8797139145118167,0.9499999999242574,0.4750000000000001,0.625,0.32500000000000007,0.7250000000000001,0.631578947368421,0,1,0,0,145,0.04446466187927543,0.4612716763059107,0.14770850392012924,2491.0
ACA3252,0.005893352974991217,0.0,0.0,0.0,0.7724317293852527,0.8079207920232134,0.625,0.7750000000000001,0.7750000000000001,0.125,0.5263157894736842,38,13,88,0,176,0.0,0.6069364161919878,0.12567446537504684,3010.0
ACB0701,0.10239208043838988,0.9130434526956535,0.10909595222566056,0.0,0.3515825684158923,0.40610001673522084,0.8500000000000001,0.675,0.7000000000000001,0.675,0.6842105263157895,42,19,73,0,58,0.09695367647736258,0.8486554410965164,0.23807185158212357,529.0
ACB3123,0.1389960693950369,0.0,0.09426277675752134,0.05993939396762975,0.21981258732333103,0.290070101858114,0.7250000000000001,1.0,0.75,0.8,0.13157894736842102,22,11,60,0,23,0.03747668728198168,0.7040462427827058,0.16351131786920106,2012.0
ACC2773,0.0021217124823415257,0.0,0.002271524692633868,0.0,0.2892105495653634,0.3881188118641898,0.65,0.30000000000000004,0.7750000000000001,0.3500000000000001,0.39473684210526316,43,19,37,0,45,0.0014343439487219715,0.6312138728396672,0.20085508776120417,1112.0
ACG0312,0.08998696662010319,0.0,0.0,0.11466666666085688,0.7877790418894018,0.7760107262432469,0.75,0.7000000000000001,1.0,0.65,0.2894736842105263,28,13,28,0,17,0.0,0.7283236994303853,0.179213266573659,1561.0
ACG3819,0.13190863415666193,0.8749999789999947,0.06994695937042951,0.011944444482061486,0.7428507063991264,0.754727533997197,0.32500000000000007,0.22500000000000003,0.625,0.32500000000000007,0.6578947368421052,42,15,71,0,219,0.06052608809468353,0.32723988447777164,0.21590867970491523,865.0
ACH0008,0.00114387980562905,0.0,0.003371040295017656,0.0,0.5817078457222715,0.6806930694181698,0.7250000000000001,0.625,0.25,0.17500000000000004,0.4736842105263158,44,0,0,0,138,0.002365141606273343,0.7040462427827058,0.16334430678325929,2021.0
ACH1405,0.0021217124823415257,0.0,0.004031956897164354,0.0,0.3140000252875553,0.4712871286633762,1.0,0.07500000000000001,0.0,0.2,0.631578947368421,23,19,76,0,12,0.0033946139730275824,0.9710982659071805,0.28641990877732487,159.0
ACH1910,0.12198622479770888,0.0,0.0507169273708974,0.041696969736554026,0.6453436033992723,0.6443676443018754,0.125,0.07500000000000001,0.2,0.275,0.39473684210526316,22,11,45,0,177,0.03202497124661544,0.12138728323839756,0.1985099492711188,1153.0
ACH2102,0.005893352974991217,0.0,0.001802347257019307,0.0,0.8081924579634182,0.8584158415246643,0.9000000000000001,0.5750000000000001,0.5,0.625,0.42105263157894735,9,19,19,0,19,0.0011802348410077698,0.8739884393164623,0.1964189026261744,1189.0
ACJ0014,0.00114387980562905,0.0,0.002296214536631184,0.0,0.3003901170777211,0.41584158414741695,0.7250000000000001,0.525,0.22500000000000003,0.65,0.42105263157894735,7,4,0,0,207,0.001503635926407955,0.7040462427827058,0.17790329920768957,1598.0
ACL2943,0.085237493450741,0.0,0.05281295251017286,0.0,0.9015507841912481,0.8841584157010979,0.8500000000000001,0.75,0.825,0.25,0.3157894736842105,31,12,56,0,209,0.02964310793722048,0.8254335260211034,0.193232512635764,1251.0
ACM0100,0.0849813943813249,0.0,0.0,0.0,0.8191972784744653,0.8074257425975052,0.25,0.5,0.32500000000000007,0.275,0.5,41,19,4,0,202,0.0,0.2427745664767951,0.12416339412871799,3039.0
ACM3964,0.08034832985694457,0.0,0.002418914340823144,0.0,0.38236621259779774,0.5183168315284334,0.9000000000000001,0.825,0.10000000000000003,0.8,0.26315789473684215,38,13,20,0,51,0.0012445579532481571,0.8739884393164623,0.17025415555186646,1809.0
ACN2347,0.14488528916891746,0.0,0.05281295251017286,0.08799999994220799,0.8983889613204518,0.873751374889938,0.32500000000000007,0.875,0.2,0.375,0.36842105263157887,42,15,47,0,186,0.032113366936414735,0.3156069364198336,0.11624974534735963,3150.0
ACP2122,0.08593898210920764,0.0,0.001371351420662185,0.012463768095368491,0.47297139144510236,0.5167781640532926,0.925,0.4,0.22500000000000003,0.55,0.7105263157894736,9,19,23,0,133,0.0012507923904275958,0.8982658959641419,0.23947010485379036,503.0
ACR0331,0.005893352974991217,0.0,0.001802347257019307,0.0,0.8081924579634182,0.8584158415246643,0.17500000000000004,0.8500000000000001,0.3500000000000001,0.17500000000000004,0.4473684210526315,9,8,0,0,109,0.0012223860967103119,0.16994219653375656,0.049570396459909044,3602.0
ACR0748,0.0021217124823415257,0.0,0.002271524692633868,0.0,0.3057368667337557,0.443564356380149,0.675,0.65,0.15000000000000002,0.625,0.4736842105263158,13,17,44,0,87,0.0015937154867776198,0.6554913294873468,0.15202858056596724,2376.0
ACS1921,0.09599365331504645,0.9767441801860528,0.001345553349671612,0.08533333338500977,0.3258696359312927,0.417799779945301,0.675,0.2,0.7750000000000001,0.375,0.36842105263157887,34,17,83,0,69,0.0008181749446603413,0.6763812341349872,0.244889589782356,437.0
ACV1946,0.14551544802651162,0.9333333165333286,0.13174608854518843,0.0713481481190517,0.24908340557829486,0.2900779439412817,0.9750000000000001,0.875,0.2,0.7250000000000001,0.6842105263157895,34,17,89,0,172,0.11708287389394406,0.9732562620806158,0.2500536682430602,376.0
ACW0426,0.00114387980562905,0.0,0.002296214536631184,0.0,0.3087342869982354,0.443564356380149,0.6000000000000001,0.125,0.2,0.5,0.7105263157894736,42,15,5,0,206,0.002094349991036981,0.5826589595443082,0.2198133495348558,799.0
ACW0464,0.5839321788827165,0.0,0.7064108576577558,0.7893333332666738,0.42342490249551895,0.4045915841303748,0.9500000000000002,0.3500000000000001,0.0,0.7750000000000001,0.6578947368421052,16,22,30,0,40,0.6112672629389825,0.9225433526118214,0.7012608300530835,25.0
ACW1707,0.0021217124823415257,0.0,0.0028091987318767447,0.0,0.32226318384135477,0.49009900986999316,0.7000000000000001,0.825,0.675,0.7250000000000001,0.4473684210526315,19,11,45,0,35,0.001905252945856146,0.6797687861350263,0.1296169250647456,2925.0
ADB0350,0.00114387980562905,0.0,0.002296214536631184,0.0,0.3087342869982354,0.4440594059068474,0.15000000000000002,0.050000000000000044,0.22500000000000003,0.9000000000000001,0.23684210526315785,1,20,0,0,217,0.001127726918250682,0.14566473988607706,0.16532089197156383,1961.0
ADB3853,0.00114387980562905,0.0,0.005029804027701578,0.0,0.7253467707999227,0.8034653466868885,0.5750000000000001,0.7750000000000001,0.8,0.8,0.39473684210526316,33,22,17,0,236,0.0031760472543294303,0.5583815028966288,0.11957146786312994,3107.0
ADC1469,0.0021217124823415257,0.0,0.002271524692633868,0.0,0.3057368667337557,0.44504950490974904,0.675,0.125,0.8500000000000001,0.625,0.5263157894736842,23,19,15,0,156,0.0016999631788147188,0.6554913294873468,0.23079983010437466,645.0
ADG1430,0.07937049713818523,0.0,0.05281295251017286,0.0,0.8951971309073913,0.8999999998485149,0.10000000000000003,0.75,0.25,0.15000000000000002,0.3157894736842105,9,19,84,0,194,0.02964310793722048,0.09710982659071807,0.0831039082743228,3435.0
ADG1737,0.13708485088016792,0.9545454583636399,0.0998045407788825,0.05993939396762975,0.3347849840989146,0.4212628955084274,0.625,0.275,0.375,0.4,0.6052631578947368,20,12,48,0,59,0.08169404426089989,0.6262480295448123,0.2705338155074106,218.0
ADH0975,0.07545916626314808,0.0,0.001650404340138473,0.10133333330153242,0.34217908234219513,0.4237977368943903,0.6000000000000001,0.275,0.7750000000000001,0.22500000000000003,0.5526315789473684,42,15,5,0,206,0.0012737272865013056,0.5826589595443082,0.21826839874360657,828.0
ADM0158,0.0030995452011008118,0.0,0.002296214536631184,0.002666666671864895,0.5477293673942104,0.6206478901946086,0.7000000000000001,0.8,0.375,0.55,0.4473684210526315,6,17,29,0,95,0.0015573371905258932,0.6797687861350263,0.13358243743986853,2851.0
ADM0765,0.00114387980562905,0.0,0.05281295251017286,0.0,0.8475292587914679,0.8806930692161895,0.32500000000000007,0.30000000000000004,0.8500000000000001,0.32500000000000007,0.3157894736842105,34,17,57,0,110,0.02964310793722048,0.3156069364198336,0.1716444821488067,1762.0
ADM0923,0.12923996566876877,0.0,0.01163076053978203,0.055999999994495994,0.7404380294809099,0.7417683628000755,0.925,0.55,0.3500000000000001,0.875,0.42105263157894735,31,12,6,0,76,0.007616196673074437,0.8982658959641419,0.2316568087139466,631.0
ADM1894,0.14097395829388026,0.0,0.0013370372610963788,0.08266666671314489,0.3698728778012279,0.4214248492400993,0.8,0.825,0.25,0.5,0.631578947368421,9,19,24,0,159,0.0011256876317567313,0.7768786127257443,0.17275394916588363,1735.0
ADM2762,0.0021217124823415257,0.0,0.002271524692633868,0.0,0.2892105495653634,0.3881188118641898,0.625,0.925,0.17500000000000004,0.8,0.3421052631578947,43,19,37,0,45,0.0013280962566848725,0.6069364161919878,0.10344221972564482,3295.0
ADP1625,0.06329058133260362,0.0,0.08249029714906267,0.05860740739169722,0.5249930336724639,0.5558062235852411,0.7250000000000001,0.17500000000000004,0.7750000000000001,0.825,0.39473684210526316,42,15,34,0,36,0.052088118926378636,0.7040462427827058,0.27575146242900744,192.0
ADP3667,0.021710961247848604,0.7000000083999964,0.00452897399407059,0.02293333333217136,0.44673224551996477,0.581507505434945,0.7250000000000001,0.15000000000000002,0.925,0.30000000000000004,0.6842105263157895,38,13,14,0,41,0.004024903483903461,0.7198265896036975,0.2429611901562474,463.0
ADR1517,0.08034832985694457,0.0,0.0016250150413995113,0.0,0.35678654417985095,0.4440594059068474,0.65,0.7250000000000001,0.07500000000000001,0.22500000000000003,0.39473684210526316,28,13,50,0,146,0.0010261075998053179,0.6312138728396672,0.1485958056848027,2461.0
ADS0763,0.00114387980562905,0.0,0.05281295251017286,0.0,0.8534893804238063,0.8836633662753897,0.4,0.2,0.30000000000000004,0.7000000000000001,0.6052631578947368,45,17,57,0,110,0.043229532379678304,0.38843930636287216,0.20028662252875404,1123.0
ADS2428,0.5839321788827165,0.0,0.8538730265863814,0.7919999999385385,0.44303072174243996,0.4183514851195202,0.30000000000000004,0.3500000000000001,0.9750000000000001,0.025000000000000022,0.36842105263157887,16,22,85,0,139,0.519204789438401,0.2913294797721542,0.62529846332636,66.0
ADV2467,0.00114387980562905,0.0,0.05281295251017286,0.0,0.8689856959383672,0.8999999998485149,0.8,0.7250000000000001,0.0,0.125,0.39473684210526316,45,17,12,0,229,0.03334849643601186,0.7768786127257443,0.17782631129445156,1600.0
ADW2832,0.0021217124823415257,0.0,0.002182353296901839,0.0,0.1617218175403478,0.34999999997475245,0.0,0.9500000000000002,0.30000000000000004,0.125,0.39473684210526316,38,13,80,0,32,0.0013780370270089159,0.0,0.008639452601978445,3637.0
AEB1458,0.00114387980562905,0.0,0.05281295251017286,0.0,0.8588534894065649,0.8920792080272817,0.65,0.7250000000000001,0.275,0.375,0.5,9,19,11,0,244,0.038289014434400366,0.6312138728396672,0.15696470391121772,2234.5
AEB3249,0.08132616257570385,0.0,0.0020630054251730913,0.0,0.38821768814202834,0.49009900986999316,0.30000000000000004,0.10000000000000003,0.875,0.9500000000000002,0.3421052631578947,13,19,40,0,165,0.001206181159418993,0.2913294797721542,0.19165533394035575,1286.0
AEB3574,0.14390745645015812,0.9767441801860528,0.0013121225923606766,0.07733333336941513,0.368812310401621,0.41658415838696944,0.875,0.0,0.875,0.30000000000000004,0.7368421052631579,40,19,41,0,79,0.0012274578904374214,0.8751176233974003,0.3111606175402529,118.0
AED1421,0.1170170567263244,0.9545454583636399,0.1221499578234468,0.04430303025908865,0.7285977457383445,0.7646939691450212,0.7750000000000001,0.925,0.925,0.825,0.4736842105263158,9,19,84,0,194,0.08570114444495674,0.7752233315465344,0.1971940796116907,1176.0
AEF2019,0.0021217124823415257,0.0,0.004031956897164354,0.0,0.3140000252875553,0.4712871286633762,0.7000000000000001,0.3500000000000001,0.75,0.375,0.36842105263157887,9,19,24,0,73,0.0024516656265324774,0.6797687861350263,0.20128189714220276,1105.0
AEH2020,0.08230399529446314,0.0,0.0028700603782277445,0.0,0.3601588584697102,0.4712871286633762,0.625,0.17500000000000004,0.3500000000000001,0.22500000000000003,0.3421052631578947,9,19,24,0,73,0.0016780430663709777,0.6069364161919878,0.22818918543079877,674.0
AEK3566,0.07839266441942594,0.0,0.0015648278692636697,0.10133333330153242,0.312100496370344,0.3985885822208899,0.5750000000000001,0.8,0.050000000000000044,0.3500000000000001,0.5526315789473684,40,19,41,0,79,0.0012076821703024484,0.5583815028966288,0.13628220182893785,2793.0
AEM0554,0.14154436069213316,0.0,0.06540954650032009,0.057333333330428435,0.5334708634236102,0.5873087306919688,0.875,0.55,0.3500000000000001,0.5,0.23684210526315785,9,19,43,0,77,0.03212421153026095,0.849710982668783,0.24469886376831246,443.0
AEP1930,0.08132616257570385,0.0,0.0016250150413995113,0.0,0.3561690789948343,0.443564356380149,0.7750000000000001,0.6000000000000001,0.32500000000000007,0.7750000000000001,0.2894736842105263,5,17,83,0,69,0.000874091663027535,0.7526011560780649,0.18567016989102067,1410.0
AEW1442,0.00114387980562905,0.0,0.05281295251017286,0.0,0.8439531859336513,0.8999999998485149,0.525,0.825,0.75,0.17500000000000004,0.2894736842105263,21,19,87,0,201,0.028407978437623355,0.5098265896012697,0.12178040422610269,3082.0
AFB0904,0.1550594057662672,1.0,0.0011034784222674634,0.07917460311598849,0.8629674267897706,0.8402992968427516,0.7250000000000001,0.675,0.75,0.6000000000000001,0.5789473684210525,28,13,28,0,155,0.0008774340704271706,0.7265895954188045,0.1893661669090119,1333.0
AFB1626,0.00114387980562905,0.0,0.002640648306795729,0.0,0.6621694840504521,0.7138613859901285,0.9500000000000002,0.25,0.050000000000000044,0.17500000000000004,0.39473684210526316,42,15,34,0,36,0.0016674248297671784,0.9225433526118214,0.25204673190526994,363.0
AFB3228,0.17530922071503274,0.9545454583636399,0.20441013209155104,0.0,0.21535717790922115,0.31410306383070574,0.375,0.5750000000000001,0.5750000000000001,0.825,0.5263157894736842,9,19,39,0,71,0.15297640242371374,0.37795585921824226,0.22843757549762173,673.0
AFF1492,0.01385570510745307,0.0,0.0027223164607537388,0.01600000003118933,0.31958280146798596,0.44463696368799543,0.925,0.75,0.17500000000000004,0.275,0.5789473684210525,38,13,49,0,56,0.002164659938987036,0.8982658959641419,0.17703175126684403,1623.0
AFH1757,0.00114387980562905,0.0,0.002640648306795729,0.0,0.690182054871337,0.7589108907988874,0.275,0.0,0.675,0.025000000000000022,0.36842105263157887,33,22,58,0,190,0.0016056683388541513,0.2670520231244746,0.1912106811839853,1294.0
AFK3800,0.00114387980562905,0.0,0.05281295251017286,0.0,0.8439531859336513,0.8999999998485149,0.9000000000000001,0.7000000000000001,0.2,0.825,0.5263157894736842,31,12,72,0,147,0.039524143933997495,0.8739884393164623,0.1973779147826564,1169.0
AFP2247,0.00114387980562905,0.0,0.002640648306795729,0.0,0.5703836151071746,0.6400990099457357,0.4,0.375,0.65,0.925,0.4473684210526315,28,13,66,0,70,0.0017909377584826637,0.38843930636287216,0.15320582755367065,2353.0
AFP2709,0.16754699124262573,0.7368421141052579,0.0027382381399539946,0.0,0.3199393151442097,0.40323384854730066,0.675,0.875,0.17500000000000004,0.3500000000000001,0.4473684210526315,9,19,26,0,92,0.0018571248392307911,0.6712503803661417,0.14562559024414978,2535.0
AGB0057,0.10674981317935184,0.9767441801860528,0.0015419843132694641,0.02666666671864891,0.37933739815808865,0.4400282884982159,0.7250000000000001,0.30000000000000004,0.8,0.7000000000000001,0.6842105263157895,29,5,0,0,161,0.0013703626560996548,0.7260653312685095,0.23324850694858137,610.0
AGB3303,0.00114387980562905,0.0,0.005029804027701578,0.0,0.7193866491675843,0.796039603786413,0.125,0.07500000000000001,0.3500000000000001,0.15000000000000002,0.5789473684210525,38,13,88,0,198,0.003999466920727515,0.12138728323839756,0.1591870188476749,2158.0
